pdb,chain,name,L,resolution,n_pairs,split
3bt4,A,3bt4_A,85,2.10,203,train
4nkj,A,4nkj_A,142,2.45,335,train
5juh,A,5juh_A,137,1.35,404,val
1v1q,A,1v1q_A,111,2.10,275,train
4h3o,A,4h3o_A,105,2.17,314,train
2h09,A,2h09_A,127,2.10,367,train
3h13,A,3h13_A,208,2.20,687,train
1vh6,A,1vh6_A,102,2.50,261,test
1dm9,A,1dm9_A,104,2.00,311,train
5ugw,A,5ugw_A,158,2.31,464,train
3boi,A,3boi_A,81,1.00,289,val
2nz7,A,2nz7_A,93,1.90,265,train
6e6n,A,6e6n_A,38,1.36,103,train
8oqj,A,8oqj_A,54,1.64,134,val
2ipq,X,2ipq_X,121,2.20,380,train
5x7f,A,5x7f_A,198,2.00,653,train
2p1w,A,2p1w_A,203,2.30,677,train
4lqe,A,4lqe_A,149,2.10,409,train
4fd9,A,4fd9_A,92,1.86,281,train
2ou6,A,2ou6_A,183,1.80,578,train
1g1c,A,1g1c_A,98,2.10,303,train
2c62,A,2c62_A,66,1.74,157,train
5jg9,A,5jg9_A,46,2.09,126,train
3h4q,A,3h4q_A,145,2.50,452,train
9u8o,A,9u8o_A,95,1.71,282,train
3q5t,A,3q5t_A,238,2.00,751,train
3ajw,A,3ajw_A,134,2.10,375,train
1fqi,A,1fqi_A,138,1.94,432,train
8h70,A,8h70_A,124,1.88,386,train
5hal,A,5hal_A,103,2.15,291,val
4me2,A,4me2_A,194,1.60,612,val
7t7y,A,7t7y_A,154,1.81,521,train
3cp0,A,3cp0_A,63,1.65,190,test
3ira,A,3ira_A,172,2.10,615,train
1l3p,A,1l3p_A,102,1.98,316,train
4pqz,A,4pqz_A,136,2.30,425,train
2qsj,A,2qsj_A,120,2.10,363,train
1t1v,A,1t1v_A,93,1.60,269,train
1jid,A,1jid_A,114,1.80,317,train
4pke,A,4pke_A,211,2.50,625,train
1roc,A,1roc_A,155,1.50,453,train
3ihw,A,3ihw_A,167,1.92,547,train
3ios,A,3ios_A,134,1.60,435,train
9vyb,A,9vyb_A,51,2.12,52,val
4wxd,A,4wxd_A,165,2.30,462,train
7sap,A,7sap_A,33,1.79,77,train
8tlb,A,8tlb_A,214,1.90,706,train
8qj6,A,8qj6_A,64,1.55,162,train
3bpu,A,3bpu_A,86,1.60,238,train
5yaz,A,5yaz_A,240,1.90,810,train
3ega,A,3ega_A,219,1.80,689,train
2ict,A,2ict_A,94,1.63,232,train
4owi,A,4owi_A,33,1.20,71,train
4z8e,A,4z8e_A,59,2.09,110,train
3msz,A,3msz_A,86,2.05,244,val
2i88,A,2i88_A,178,2.50,573,test
5wy0,A,5wy0_A,199,2.00,614,train
5hrz,A,5hrz_A,122,2.15,382,train
4gs3,A,4gs3_A,90,1.09,235,train
8ard,A,8ard_A,62,2.22,128,train
3bja,A,3bja_A,139,2.38,365,train
7wa9,A,7wa9_A,144,1.90,455,val
9bye,A,9bye_A,163,1.75,546,train
7fao,A,7fao_A,96,1.43,291,train
2vsv,A,2vsv_A,97,1.82,289,train
5nsg,A,5nsg_A,206,2.22,615,train
2ew0,A,2ew0_A,175,1.40,552,train
2dyi,A,2dyi_A,162,2.00,477,train
1evs,A,1evs_A,163,2.20,511,train
2ijl,A,2ijl_A,110,2.30,302,train
4hqa,A,4hqa_A,110,1.96,353,train
2q9k,A,2q9k_A,147,1.59,416,train
2v7s,A,2v7s_A,169,1.96,521,train
5u2l,A,5u2l_A,150,1.66,476,test
4fvf,A,4fvf_A,115,2.46,346,train
5eid,A,5eid_A,123,2.00,405,train
2w6l,A,2w6l_A,137,1.89,446,train
3q6b,A,3q6b_A,155,1.50,450,val
1xt0,B,1xt0_B,203,2.16,644,train
3fao,A,3fao_A,192,2.01,643,test
1ukf,A,1ukf_A,188,1.35,639,test
2xse,A,2xse_A,161,1.90,516,val
2i7r,A,2i7r_A,115,2.20,311,val
7dnp,A,7dnp_A,174,2.00,565,train
7yv4,A,7yv4_A,202,1.58,670,train
5dma,A,5dma_A,53,1.53,145,test
6fzz,A,6fzz_A,199,2.05,678,train
5u59,A,5u59_A,30,2.20,59,train
1hkf,A,1hkf_A,108,2.20,314,train
2z51,A,2z51_A,154,1.35,457,train
9vp8,A,9vp8_A,129,1.92,375,train
1o4v,A,1o4v_A,169,1.77,531,train
1neu,A,1neu_A,115,1.90,328,train
3d22,A,3d22_A,129,1.60,423,train
3ifu,A,3ifu_A,175,2.42,534,train
4i1l,A,4i1l_A,62,2.10,133,train
4g08,A,4g08_A,140,1.80,422,val
3noh,A,3noh_A,123,1.60,363,train
5zbf,A,5zbf_A,210,1.60,702,train
3piw,A,3piw_A,154,1.49,483,train
1io3,A,1io3_A,107,1.90,301,train
7kua,A,7kua_A,149,1.89,419,train
6mos,A,6mos_A,89,1.80,264,train
1y0u,A,1y0u_A,89,1.60,252,train
5xef,A,5xef_A,123,2.00,353,train
1ayi,A,1ayi_A,86,2.00,239,train
1mkh,A,1mkh_A,106,2.01,277,train
2w8x,A,2w8x_A,72,1.60,215,train
2xcj,A,2xcj_A,84,1.80,247,train
3kt9,A,3kt9_A,102,1.65,321,train
3qo4,A,3qo4_A,163,2.20,463,train
4xxl,A,4xxl_A,92,1.47,242,train
7eif,A,7eif_A,132,1.58,394,train
5wk0,A,5wk0_A,156,1.33,486,train
5zkn,A,5zkn_A,225,2.21,731,val
4cvd,A,4cvd_A,48,1.67,116,train
6vz6,A,6vz6_A,77,2.10,205,train
5yhh,A,5yhh_A,195,2.00,662,val
9kgz,A,9kgz_A,125,1.80,388,train
9vgj,A,9vgj_A,116,1.30,346,train
6lvo,A,6lvo_A,237,2.36,804,train
4gei,A,4gei_A,144,1.50,410,train
3dml,A,3dml_A,96,1.90,292,train
7vp2,B,7vp2_B,58,1.92,103,train
7q1r,A,7q1r_A,31,1.08,64,train
6zpk,A,6zpk_A,158,1.57,456,val
1gmx,A,1gmx_A,108,1.10,340,train
2r0x,A,2r0x_A,156,1.06,496,train
3ups,A,3ups_A,108,1.75,335,train
3oms,A,3oms_A,129,1.90,380,test
6xau,A,6xau_A,119,1.89,354,train
4zey,A,4zey_A,84,1.50,232,train
3fni,A,3fni_A,154,2.30,472,train
1njh,A,1njh_A,108,1.70,320,train
1ysp,A,1ysp_A,164,1.80,575,train
2oso,A,2oso_A,157,1.90,438,train
1yoy,A,1yoy_A,146,2.00,440,train
3s8s,A,3s8s_A,107,1.30,331,train
6bt4,A,6bt4_A,165,2.31,498,val
3r6a,A,3r6a_A,118,1.76,344,val
1j1v,A,1j1v_A,94,2.10,305,train
1rh4,A,1rh4_A,35,1.90,71,train
6s9r,A,6s9r_A,60,2.40,137,train
3sm3,A,3sm3_A,212,2.20,692,train
5yyx,A,5yyx_A,120,1.68,365,train
8vjn,A,8vjn_A,52,2.31,130,train
1gv5,A,1gv5_A,52,1.58,139,train
2zw2,A,2zw2_A,85,1.55,223,val
1hyp,A,1hyp_A,75,1.80,197,train
27rq,A,27rq_A,74,1.75,231,train
4noa,A,4noa_A,108,1.25,333,train
3zrg,A,3zrg_A,66,1.75,165,train
8hm1,A,8hm1_A,77,1.29,220,train
3f2z,A,3f2z_A,149,1.30,498,train
5c82,A,5c82_A,170,2.20,484,train
9c14,A,9c14_A,97,1.60,279,val
7sgp,A,7sgp_A,102,2.10,311,train
1t3j,A,1t3j_A,62,2.50,146,train
7y19,A,7y19_A,132,2.39,389,val
1jnx,X,1jnx_X,207,2.50,649,train
5uqp,A,5uqp_A,110,2.40,260,train
5bum,A,5bum_A,49,2.50,121,train
3kp8,A,3kp8_A,94,1.66,285,train
4evu,A,4evu_A,65,1.45,185,train
6jl9,A,6jl9_A,189,2.00,492,train
1s29,A,1s29_A,92,1.60,257,train
2vqc,A,2vqc_A,70,2.30,198,train
1w8i,A,1w8i_A,155,2.10,498,val
4z2x,A,4z2x_A,104,2.15,316,train
5m4s,A,5m4s_A,209,2.38,655,test
7c8n,A,7c8n_A,127,1.50,395,train
6t4d,A,6t4d_A,202,2.14,669,train
3dwd,A,3dwd_A,116,2.40,362,train
1zuu,A,1zuu_A,56,0.97,159,train
7nzq,AAA,7nzq_AAA,178,1.57,605,train
3cw3,A,3cw3_A,93,1.88,264,train
1sqw,A,1sqw_A,176,1.90,550,train
2eh1,A,2eh1_A,88,2.25,265,train
6nif,A,6nif_A,212,2.00,664,train
3qdp,A,3qdp_A,88,2.15,263,train
4zuy,A,4zuy_A,96,1.95,263,train
7viv,A,7viv_A,72,2.00,203,train
6ahp,A,6ahp_A,110,2.10,325,test
3rdr,A,3rdr_A,153,2.20,493,train
2j85,A,2j85_A,118,2.39,347,train
2qyz,A,2qyz_A,127,2.04,327,train
1wy6,A,1wy6_A,159,2.20,518,train
5z6e,A,5z6e_A,90,1.86,285,val
2b8i,A,2b8i_A,77,1.80,231,test
3aci,A,3aci_A,193,1.60,636,test
9ifr,A,9ifr_A,123,1.77,386,train
5oj8,A,5oj8_A,210,2.25,691,train
2yj3,A,2yj3_A,236,2.20,699,val
3h95,A,3h95_A,161,1.70,499,test
1vpz,A,1vpz_A,57,2.05,90,train
10xh,A,10xh_A,90,1.90,272,train
5eoj,A,5eoj_A,31,2.12,60,train
3t4r,A,3t4r_A,72,2.00,203,train
1u7o,A,1u7o_A,163,1.90,535,train
3iv4,A,3iv4_A,112,1.50,361,train
4nj8,A,4nj8_A,67,1.60,178,train
2icg,A,2icg_A,159,1.65,535,train
6ije,B,6ije_B,100,1.55,294,train
4rgi,A,4rgi_A,71,1.73,206,train
3pr1,A,3pr1_A,172,2.30,556,test
6ptl,A,6ptl_A,142,2.50,431,val
6v98,A,6v98_A,183,1.80,612,train
3rj2,X,3rj2_X,133,2.20,416,train
2efv,A,2efv_A,82,1.90,236,test
5xpw,A,5xpw_A,180,2.00,535,train
4hkg,A,4hkg_A,80,1.30,238,val
7wbo,A,7wbo_A,193,1.60,642,train
4rqa,A,4rqa_A,176,1.48,574,test
3k6f,A,3k6f_A,100,1.81,293,test
3erb,A,3erb_A,188,1.80,561,train
8aii,A,8aii_A,181,1.82,559,train
4v1k,A,4v1k_A,131,1.60,401,train
1y02,A,1y02_A,91,1.80,252,train
5tuh,A,5tuh_A,107,1.93,306,train
6kjk,A,6kjk_A,134,1.30,407,train
3h6q,A,3h6q_A,168,1.64,496,train
1dtp,A,1dtp_A,190,2.50,585,train
6abs,A,6abs_A,98,2.20,315,train
7oas,A,7oas_A,216,1.82,706,train
6xz3,A,6xz3_A,123,2.19,379,train
3sns,A,3sns_A,120,1.50,378,train
4ye0,A,4ye0_A,100,2.10,226,train
6tj4,A,6tj4_A,68,1.50,187,train
2qng,A,2qng_A,170,1.40,551,train
2j9w,A,2j9w_A,101,1.30,323,train
1vp8,A,1vp8_A,190,1.30,626,train
7tpm,A,7tpm_A,194,1.90,597,train
1kxo,A,1kxo_A,165,1.80,487,test
3tys,A,3tys_A,75,1.12,193,train
4efv,A,4efv_A,103,2.32,256,train
2jkf,A,2jkf_A,170,2.31,543,val
8xyv,A,8xyv_A,99,1.81,313,train
2hz5,A,2hz5_A,87,2.10,244,val
8rl0,A,8rl0_A,204,1.81,697,test
4es6,A,4es6_A,249,2.22,791,train
2j9v,A,2j9v_A,99,2.00,300,train
8owi,A,8owi_A,55,2.14,124,train
3pz7,A,3pz7_A,86,2.44,223,val
7wz5,A,7wz5_A,161,1.39,510,train
1cuk,A,1cuk_A,190,1.90,559,val
3iwf,A,3iwf_A,89,1.40,267,train
3kot,A,3kot_A,198,1.90,629,train
4zmi,A,4zmi_A,235,2.30,817,val
2xeu,A,2xeu_A,64,1.50,173,train
4rmm,A,4rmm_A,136,2.20,401,train
3e7h,A,3e7h_A,102,1.70,258,train
4txw,A,4txw_A,159,1.40,538,val
4qrl,A,4qrl_A,110,1.79,327,train
2fph,X,2fph_X,165,1.70,529,train
4pnb,A,4pnb_A,31,2.05,62,train
8wb2,A,8wb2_A,179,1.90,513,train
1svi,A,1svi_A,182,1.95,584,train
9dt9,A,9dt9_A,112,2.20,328,test
8rqg,B,8rqg_B,130,2.40,412,val
3na7,A,3na7_A,237,2.20,681,train
4hn7,A,4hn7_A,85,2.35,252,train
1yln,A,1yln_A,226,2.20,685,train
1iqv,A,1iqv_A,166,2.10,539,train
3snk,A,3snk_A,119,2.02,350,val
6oae,A,6oae_A,204,1.90,602,val
2dvk,A,2dvk_A,166,1.80,536,train
1d5c,A,1d5c_A,162,2.30,500,train
4kg0,A,4kg0_A,157,2.10,531,test
6iuf,A,6iuf_A,96,2.05,273,val
2z3v,A,2z3v_A,137,1.65,424,val
8on4,A,8on4_A,204,1.41,607,train
7xgs,A,7xgs_A,70,2.21,172,train
7dvt,A,7dvt_A,146,2.09,383,train
6b26,A,6b26_A,117,1.20,346,test
3kde,C,3kde_C,75,1.74,175,train
3po0,A,3po0_A,89,1.55,255,train
8ilz,A,8ilz_A,103,1.77,323,test
2qyw,A,2qyw_A,96,2.00,264,val
1o7i,A,1o7i_A,115,1.20,347,train
9fwa,A,9fwa_A,202,1.73,661,train
6hqc,A,6hqc_A,116,1.28,321,train
6ff1,A,6ff1_A,69,1.30,199,train
3rnv,A,3rnv_A,123,2.00,372,test
1y0k,A,1y0k_A,180,1.75,578,train
3ftj,A,3ftj_A,214,2.00,691,test
7nfp,A,7nfp_A,31,1.43,56,val
4e6z,A,4e6z_A,198,2.15,571,train
4p79,A,4p79_A,181,2.40,600,train
5a4r,A,5a4r_A,148,2.25,379,train
1zxu,A,1zxu_A,162,1.70,523,train
9kja,A,9kja_A,69,1.73,183,train
7ux0,A,7ux0_A,115,1.49,330,train
8v33,A,8v33_A,159,1.70,483,val
3n90,A,3n90_A,145,1.70,489,train
7xpj,A,7xpj_A,159,2.30,454,train
2e3i,A,2e3i_A,78,2.00,230,train
5dae,A,5dae_A,57,1.40,134,train
7bo9,A,7bo9_A,30,1.56,59,train
4axv,A,4axv_A,241,2.17,780,val
2qwt,A,2qwt_A,167,2.30,525,train
3o2e,A,3o2e_A,86,1.95,235,train
7msj,A,7msj_A,104,2.10,254,train
3gm5,A,3gm5_A,151,2.00,463,train
4mgs,A,4mgs_A,141,1.80,473,train
6j0d,A,6j0d_A,87,1.90,247,train
6hq9,A,6hq9_A,60,1.98,153,train
3feu,A,3feu_A,183,1.76,571,train
1mgt,A,1mgt_A,169,1.80,557,val
1jni,A,1jni_A,64,1.25,121,val
9uhd,A,9uhd_A,213,2.21,676,test
4dnd,A,4dnd_A,95,1.40,271,train
6c0g,A,6c0g_A,114,2.15,251,train
1ln1,A,1ln1_A,203,2.40,611,train
1oap,A,1oap_A,108,1.93,348,train
2db7,A,2db7_A,57,1.90,129,train
3m20,A,3m20_A,59,2.37,128,test
2onu,A,2onu_A,150,2.38,467,test
3qc7,A,3qc7_A,164,1.52,333,train
3cwi,A,3cwi_A,69,1.90,166,train
3lyy,A,3lyy_A,102,1.90,256,train
6zpp,A,6zpp_A,157,1.50,523,train
1qhq,A,1qhq_A,139,1.55,470,train
2o0q,A,2o0q_A,114,1.80,356,train
6q25,A,6q25_A,34,1.89,75,train
2iaf,A,2iaf_A,140,2.05,476,train
1gxt,A,1gxt_A,88,1.27,273,train
4pui,A,4pui_A,85,1.70,250,train
4aeq,A,4aeq_A,90,1.89,213,train
4f2f,A,4f2f_A,100,1.50,295,test
1vr8,A,1vr8_A,135,1.75,437,train
6h3x,A,6h3x_A,221,2.09,754,train
9qq8,A,9qq8_A,180,2.29,533,train
1r5q,A,1r5q_A,91,2.00,266,train
4rle,A,4rle_A,116,1.30,279,train
3exn,A,3exn_A,154,1.80,472,train
6eld,A,6eld_A,107,2.48,306,val
3oou,A,3oou_A,105,1.57,324,train
6kty,A,6kty_A,176,1.99,562,train
2waw,A,2waw_A,198,1.60,638,train
6nek,A,6nek_A,86,1.63,147,train
7c7e,A,7c7e_A,142,2.05,425,train
1q42,A,1q42_A,159,1.75,447,train
2c1f,A,2c1f_A,219,2.10,763,val
4esr,A,4esr_A,65,1.53,191,train
2e8b,A,2e8b_A,185,1.61,570,train
4umi,A,4umi_A,114,1.33,323,train
8d09,A,8d09_A,65,1.90,176,test
3gmf,A,3gmf_A,196,1.76,670,train
1h8p,A,1h8p_A,88,1.82,248,train
3igm,B,3igm_B,62,2.20,122,train
1umi,A,1umi_A,184,2.40,627,train
6ryp,A,6ryp_A,164,2.30,483,train
2qor,A,2qor_A,196,1.80,616,train
3aac,A,3aac_A,123,2.40,293,train
2oeb,A,2oeb_A,152,1.66,513,train
4gt8,A,4gt8_A,133,1.51,392,train
6vlp,A,6vlp_A,80,1.68,159,train
2ewt,A,2ewt_A,71,1.81,212,train
3wit,A,3wit_A,64,1.95,118,train
1sny,A,1sny_A,248,1.75,836,train
1vjx,A,1vjx_A,149,2.30,472,test
9hkj,A,9hkj_A,85,1.70,286,train
2fwm,X,2fwm_X,212,2.00,679,train
1u6t,A,1u6t_A,121,1.90,327,val
2bdd,A,2bdd_A,127,2.28,406,train
8vei,A,8vei_A,117,2.03,378,train
8h0t,A,8h0t_A,184,1.17,571,train
3bjn,A,3bjn_A,162,1.65,538,train
5b3p,A,5b3p_A,134,1.65,405,val
9w3x,A,9w3x_A,237,2.39,653,train
5xv2,A,5xv2_A,223,2.00,703,train
1hh8,A,1hh8_A,192,1.80,633,train
5tzm,A,5tzm_A,90,1.18,256,train
4yme,A,4yme_A,156,1.40,531,train
2nqc,A,2nqc_A,97,2.05,284,test
3tvk,A,3tvk_A,172,1.80,559,train
5zkt,A,5zkt_A,54,1.74,106,test
7th0,A,7th0_A,46,1.90,108,train
7uw8,A,7uw8_A,221,2.50,686,train
6qq4,A,6qq4_A,121,2.00,380,train
2iwn,A,2iwn_A,93,1.35,246,test
1rlh,A,1rlh_A,151,1.80,435,train
3hh7,A,3hh7_A,65,1.55,174,train
4jg2,A,4jg2_A,185,1.30,508,train
3d0j,A,3d0j_A,138,1.53,424,train
1ixv,A,1ixv_A,229,2.30,776,train
3u12,A,3u12_A,104,2.08,312,test
1qds,A,1qds_A,250,2.00,856,train
1dxj,A,1dxj_A,242,1.80,815,train
1rl2,A,1rl2_A,136,2.30,442,train
1iiw,A,1iiw_A,221,1.90,738,train
1he5,A,1he5_A,205,1.50,677,train
1q0s,A,1q0s_A,241,2.30,794,train
1pq0,A,1pq0_A,144,2.20,482,train
1i4q,A,1i4q_A,234,2.20,776,train
1j1s,A,1j1s_A,261,2.00,876,train
1aiz,A,1aiz_A,129,1.80,420,train
1gsj,A,1gsj_A,258,1.85,881,train
1lka,A,1lka_A,240,1.70,828,train
1esz,A,1esz_A,260,2.00,855,val
1p3j,A,1p3j_A,212,1.90,678,train
1nf8,A,1nf8_A,207,1.60,722,train
1p28,A,1p28_A,119,1.70,375,train
1i5g,A,1i5g_A,144,1.40,475,train
1h9g,A,1h9g_A,223,2.10,738,train
1jqw,A,1jqw_A,150,2.30,492,train
1blh,A,1blh_A,257,2.30,936,train
1o4w,A,1o4w_A,125,1.90,348,val
1cks,A,1cks_A,74,2.10,119,test
1hug,A,1hug_A,256,2.00,881,train
1muf,A,1muf_A,257,2.26,831,train
1a6j,A,1a6j_A,150,2.35,494,train
1h1d,A,1h1d_A,214,2.00,733,train
1lst,A,1lst_A,238,1.80,804,train
1ax1,A,1ax1_A,239,1.95,808,train
1nu4,A,1nu4_A,91,1.80,288,train
1bfe,A,1bfe_A,110,2.30,342,test
1r18,A,1r18_A,223,2.20,675,test
1chh,A,1chh_A,108,1.97,314,train
1s3v,A,1s3v_A,186,1.80,564,train
1kvx,A,1kvx_A,123,1.90,372,train
1f6o,A,1f6o_A,211,2.40,734,train
1cyc,A,1cyc_A,103,2.30,283,train
1dy2,A,1dy2_A,168,2.00,582,val
1jeo,A,1jeo_A,177,2.00,542,train
1qrv,A,1qrv_A,73,2.20,181,train
10xb,A,10xb_A,99,2.40,290,train
1i4m,A,1i4m_A,108,2.00,231,val
1o8p,A,1o8p_A,131,2.00,436,val
1omv,A,1omv_A,188,1.90,632,test
1q2y,A,1q2y_A,140,2.00,458,train
1kqw,A,1kqw_A,134,1.38,402,train
1n05,A,1n05_A,142,2.10,435,train
1b8z,A,1b8z_A,67,1.60,163,train
1nep,A,1nep_A,130,1.70,421,train
1rss,A,1rss_A,140,1.90,412,train
1hxi,A,1hxi_A,112,1.60,343,train
1anu,A,1anu_A,138,2.15,433,train
1q5z,A,1q5z_A,145,1.80,437,train
1ir0,A,1ir0_A,81,1.00,229,train
1ilt,A,1ilt_A,143,2.00,35,train
1ad6,A,1ad6_A,185,2.30,607,train
1bja,A,1bja_A,95,2.19,276,train
1r0u,A,1r0u_A,142,1.75,417,test
1ryq,A,1ryq_A,64,1.38,173,val
1f0m,A,1f0m_A,71,2.20,209,train
1i8o,A,1i8o_A,114,1.15,336,test
1jmb,A,1jmb_A,50,2.20,124,train
1ajm,A,1ajm_A,264,2.40,885,train
1rsy,A,1rsy_A,135,1.90,407,train
1p4p,A,1p4p_A,140,2.00,398,train
1cof,A,1cof_A,135,2.30,412,test
1r7j,A,1r7j_A,90,1.47,264,test
1hh1,A,1hh1_A,125,2.15,372,test
1eqt,A,1eqt_A,67,1.60,156,train
1irq,A,1irq_A,48,1.50,88,train
1kjt,A,1kjt_A,114,2.00,348,train
1qt6,A,1qt6_A,164,1.90,545,train
1ain,A,1ain_A,314,2.50,57,train
1qsr,A,1qsr_A,162,2.00,501,train
1o50,A,1o50_A,141,1.87,423,train
1l4y,A,1l4y_A,165,2.00,532,train
1n0q,A,1n0q_A,92,1.26,307,train
1oal,A,1oal_A,151,1.50,507,train
1dfx,A,1dfx_A,125,1.90,374,train
1qmr,A,1qmr_A,159,2.15,485,val
1mij,A,1mij_A,139,2.05,434,train
1byl,A,1byl_A,122,2.30,347,train
1c3k,A,1c3k_A,143,2.00,481,train
1nox,A,1nox_A,200,1.59,584,train
1bg7,A,1bg7_A,153,1.85,456,train
1i27,A,1i27_A,73,1.02,205,train
1a17,A,1a17_A,159,2.45,445,train
1ean,A,1ean_A,114,1.70,336,val
1isp,A,1isp_A,179,1.30,625,train
1dk8,A,1dk8_A,147,1.57,432,train
1rl6,A,1rl6_A,164,2.00,475,test
1ae4,A,1ae4_A,324,2.40,75,train
1m6t,A,1m6t_A,106,1.81,337,val
1guu,A,1guu_A,50,1.60,129,train
1qjp,A,1qjp_A,137,1.65,420,train
1j42,A,1j42_A,185,2.50,655,train
1cea,A,1cea_A,80,2.06,239,test
1p5t,A,1p5t_A,107,2.35,347,train
1baz,A,1baz_A,49,1.90,89,train
1r9h,A,1r9h_A,118,1.80,372,train
1mzb,A,1mzb_A,133,1.80,352,train
1f3z,A,1f3z_A,150,1.98,518,train
1nn7,A,1nn7_A,105,2.10,305,train
1frd,A,1frd_A,98,1.70,299,train
1rmd,A,1rmd_A,116,2.10,299,train
1nze,A,1nze_A,112,1.95,350,train
1jhe,A,1jhe_A,124,2.50,381,train
1esl,A,1esl_A,157,2.00,503,train
1iiz,A,1iiz_A,120,2.40,378,train
1gak,A,1gak_A,137,1.85,442,train
1r62,A,1r62_A,136,1.60,438,test
1c76,A,1c76_A,121,2.25,316,test
1he7,A,1he7_A,108,2.00,232,train
1n1f,A,1n1f_A,153,1.95,507,test
1h0p,A,1h0p_A,182,1.75,654,train
1nsj,A,1nsj_A,205,2.00,677,train
1oia,A,1oia_A,90,2.40,259,train
1nri,A,1nri_A,248,1.90,799,train
1k12,A,1k12_A,158,1.90,547,train
1p9p,A,1p9p_A,235,2.50,668,train
1mvh,A,1mvh_A,269,2.30,815,val
1ewc,A,1ewc_A,214,1.95,738,train
1b73,A,1b73_A,252,2.30,827,train
1qah,A,1qah_A,132,1.80,387,train
1p9y,A,1p9y_A,117,2.15,324,train
1odf,A,1odf_A,280,2.25,923,test
1ito,A,1ito_A,251,2.29,891,train
1q8d,A,1q8d_A,100,1.80,302,train
1ljm,A,1ljm_A,114,2.50,344,train
1hsk,A,1hsk_A,303,2.30,1029,val
1alu,A,1alu_A,157,1.90,509,train
1iow,A,1iow_A,306,1.90,1011,test
1auq,A,1auq_A,208,2.30,687,train
1iub,A,1iub_A,312,2.31,1055,train
1abf,A,1abf_A,305,1.90,1073,train
1bmg,A,1bmg_A,98,2.50,278,train
1ll2,A,1ll2_A,255,1.90,876,test
1j1t,A,1j1t_A,228,2.00,810,train
1mzg,A,1mzg_A,144,2.00,431,train
1s7i,A,1s7i_A,124,1.80,309,val
1pg6,A,1pg6_A,216,1.70,661,train
1qoi,A,1qoi_A,173,2.00,566,train
1ep7,A,1ep7_A,112,2.10,326,train
1r4x,A,1r4x_A,274,1.90,866,val
1j0w,A,1j0w_A,99,2.50,313,train
1nv9,A,1nv9_A,264,2.36,880,val
1qts,A,1qts_A,247,1.40,788,val
1k3s,A,1k3s_A,109,1.90,301,train
1g62,A,1g62_A,224,2.50,806,train
1nza,A,1nza_A,103,1.70,306,train
1hmy,A,1hmy_A,327,2.50,1054,train
1j75,A,1j75_A,57,1.85,169,train
1d1u,A,1d1u_A,255,2.30,820,train
1qwg,A,1qwg_A,251,1.60,841,train
1m61,A,1m61_A,259,2.50,822,train
1f5w,A,1f5w_A,124,1.70,381,train
1nnx,A,1nnx_A,93,1.45,254,train
1mul,A,1mul_A,76,2.30,183,train
1hlv,A,1hlv_A,131,2.50,352,train
1gcm,A,1gcm_A,32,1.80,61,train
1arb,A,1arb_A,263,1.20,968,train
1mug,A,1mug_A,165,1.80,530,test
1rz4,A,1rz4_A,213,2.10,662,train
1rju,V,1rju_V,36,1.44,74,train
1ith,A,1ith_A,141,2.50,446,train
1aqt,A,1aqt_A,135,2.30,411,test
1njr,A,1njr_A,249,1.90,820,val
1nrf,A,1nrf_A,246,2.50,855,train
1nyc,A,1nyc_A,111,1.40,316,train
1fe6,A,1fe6_A,52,1.80,126,val
1q4r,A,1q4r_A,103,1.90,274,train
1aua,A,1aua_A,296,2.50,916,train
1cx4,A,1cx4_A,275,2.45,926,train
1id1,A,1id1_A,153,2.40,445,test
1s2o,A,1s2o_A,244,1.40,826,train
1jq0,A,1jq0_A,71,1.70,186,train
1bh3,A,1bh3_A,289,2.19,873,train
1ksk,A,1ksk_A,234,2.00,669,test
1g7v,A,1g7v_A,284,2.40,951,train
1puo,A,1puo_A,141,1.85,470,train
1es8,A,1es8_A,197,2.30,622,train
1n5d,A,1n5d_A,288,2.30,959,train
1r9w,A,1r9w_A,138,1.80,458,val
1g8q,A,1g8q_A,90,1.60,267,train
1eny,A,1eny_A,268,2.20,861,train
1pbt,A,1pbt_A,220,1.70,751,test
1iap,A,1iap_A,190,1.90,606,train
1r6f,A,1r6f_A,272,2.17,832,train
1o1x,A,1o1x_A,145,1.90,484,train
1o4t,A,1o4t_A,115,1.95,355,train
1qwy,A,1qwy_A,234,1.30,796,train
1q7s,A,1q7s_A,117,2.00,370,train
1kfr,A,1kfr_A,147,1.85,476,train
1bcg,A,1bcg_A,74,2.10,218,train
1e25,A,1e25_A,278,1.90,958,train
12um,A,12um_A,57,1.93,118,train
1l5b,A,1l5b_A,101,2.00,195,train
1jcm,P,1jcm_P,259,2.10,883,train
1kea,A,1kea_A,217,2.00,718,test
1ctf,A,1ctf_A,68,1.70,196,val
1m68,A,1m68_A,234,2.30,834,train
1f7c,A,1f7c_A,182,2.40,606,train
1kqr,A,1kqr_A,160,1.40,555,train
1qcs,A,1qcs_A,195,1.90,609,train
1pry,A,1pry_A,226,1.97,763,train
1ajz,A,1ajz_A,282,2.00,920,train
1ib0,A,1ib0_A,272,2.30,851,train
1hu3,A,1hu3_A,204,2.37,637,train
1fid,A,1fid_A,259,2.10,877,train
1p4x,A,1p4x_A,250,2.20,807,train
1eok,A,1eok_A,282,1.80,1011,train
1ecs,A,1ecs_A,120,1.70,340,train
1k9v,F,1k9v_F,200,2.40,697,train
